OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,VOLTAGE,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
400,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,405,Murray,Operational,330,Khancoban,New South Wales,5,23/02/2017,,-36.22554964,148.1442705
401,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,406,Coleambally,Operational,132,Coleambally,New South Wales,5,23/02/2017,,-34.74101302,145.953707
402,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,407,Isis,Operational,132,Isis River,Queensland,5,23/02/2017,,-25.2551795,152.3666995
403,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,408,Craiglie,Operational,132,Craiglie,Queensland,5,23/02/2017,,-16.5308525,145.4577345
404,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,409,Yornup,Non-Operational,66,Yornup,Western Australia,5,23/02/2017,,-34.05507357,116.1715411
405,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,410,Manjimup,Operational,132,Diamond Tree,Western Australia,5,23/02/2017,,-34.32621808,116.1105322
406,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,411,Bridgetown,Operational,132,Bridgetown,Western Australia,5,23/02/2017,,-33.92044554,116.1373688
407,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,412,Margaret River,Operational,66,Margaret River,Western Australia,5,23/02/2017,,-33.95334863,115.0841529
408,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,413,Westralian Sands,Operational,66,Capel,Western Australia,5,23/02/2017,,-33.51222723,115.5869679
409,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,414,Capel,Operational,66,Capel,Western Australia,5,23/02/2017,,-33.57074792,115.5283116
410,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,415,Picton,Operational,132,Picton,Western Australia,5,23/02/2017,,-33.35054,115.701407
411,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,416,Bunbury Harbour,Operational,132,Vittoria,Western Australia,5,23/02/2017,,-33.3346775,115.6683345
412,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,417,Marriot Road,Operational,132,Wellesley,Western Australia,5,23/02/2017,,-33.215735,115.7598011
413,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,418,Barrack Silicon,Operational,132,Wellesley,Western Australia,5,23/02/2017,,-33.21907648,115.7464367
414,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,419,Kemerton,Operational,330,Wokalup,Western Australia,5,23/02/2017,,-33.152779,115.7663045
415,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,420,Narrogin South,Operational,220,Narrogin Valley,Western Australia,5,23/02/2017,,-32.9611955,117.193667
416,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,421,Narrogin,Operational,66,Narrogin Valley,Western Australia,5,23/02/2017,,-32.95264052,117.19193
417,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,422,Boddington Gold Mine,Operational,132,Bannister,Western Australia,5,23/02/2017,,-32.73639617,116.3593731
418,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,423,North Perth,Operational,132,North Perth,Western Australia,5,23/02/2017,,-31.93216412,115.8497242
419,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,424,James Street,Operational,132,Northbridge,Western Australia,5,23/02/2017,,-31.94733793,115.854141
420,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,425,Cook Street,Operational,132,West Perth,Western Australia,5,23/02/2017,,-31.94674,115.838559
421,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,426,Milligan Street,Operational,132,Perth,Western Australia,5,23/02/2017,,-31.95230012,115.8517272
422,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,427,Hay Street,Operational,132,Perth,Western Australia,5,23/02/2017,,-31.95513989,115.8630116
423,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,428,Wellington Street,Operational,132,Perth,Western Australia,5,23/02/2017,,-31.9529325,115.864933
424,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,429,Forrest Avenue,Operational,132,East Perth,Western Australia,5,23/02/2017,,-31.957177,115.875568
425,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,430,Darlington,Operational,132,Darlington,Western Australia,5,23/02/2017,,-31.92609,116.069626
426,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,431,Midland Junction,Operational,132,Midland,Western Australia,5,23/02/2017,,-31.88943,116.013342
427,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,432,Wundowie,Operational,66,Wundowie,Western Australia,5,23/02/2017,,-31.77430983,116.3903926
428,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,433,Sawyers Valley,Operational,132,Sawyers Valley,Western Australia,5,23/02/2017,,-31.9056855,116.1997005
429,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,434,Mundaring Weir,Operational,66,Reservoir,Western Australia,5,23/02/2017,,-31.9569505,116.1612685
430,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,435,Tumut 132,Operational,132,Tumut,New South Wales,5,23/02/2017,,-35.2990895,148.2036495
431,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,436,Wagga 330,Operational,330,Gregadoo,New South Wales,5,23/02/2017,,-35.20043347,147.3935504
432,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,437,Queensland Rail-Robina,Operational,110,Robina,Queensland,5,23/02/2017,,-28.06897114,153.3770702
433,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,438,Nambour,Operational,132,Nambour,Queensland,5,23/02/2017,,-26.6155665,152.960844
434,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,439,Ibis,Operational,110,North Stradbroke Island,Queensland,5,23/02/2017,,-27.61586232,153.4389884
435,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,440,Lockrose,Operational,110,Lockrose,Queensland,5,23/02/2017,,-27.499524,152.452403
436,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,441,Nerang,Operational,110,Nerang,Queensland,5,23/02/2017,,-28.0074435,153.3386125
437,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,442,Abermain,Operational,110,Tivoli,Queensland,5,23/02/2017,,-27.57806689,152.7707443
438,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,443,Kingston,Operational,110,Kingston,Tasmania,5,23/02/2017,,-42.98950095,147.280737
439,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,444,Electrona,Operational,110,Electrona,Tasmania,5,23/02/2017,,-43.05731181,147.2612906
440,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,445,Knights Road,Operational,110,Huonville,Tasmania,5,23/02/2017,,-43.0229495,147.0739325
441,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,446,Kermandie,Operational,110,Geeveston,Tasmania,5,23/02/2017,,-43.164399,146.945575
442,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,447,Bridgewater,Operational,110,Bridgewater,Tasmania,5,23/02/2017,,-42.7315171,147.2312536
443,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,448,Gordon,Operational,220,Southwest,Tasmania,5,23/02/2017,,-42.740497,145.9820005
444,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,449,New Norfolk,Operational,110,New Norfolk,Tasmania,5,23/02/2017,,-42.780562,147.0786275
445,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,450,Derwent Bridge,Operational,110,Derwent Bridge,Tasmania,5,23/02/2017,,-42.1409995,146.2248025
446,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,451,Tungatin,Operational,110,Tarraleah,Tasmania,5,23/02/2017,Hydro,-42.2976905,146.4572095
447,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,452,Waddamana 110,Operational,110,Waddamana,Tasmania,5,23/02/2017,,-42.1251965,146.745081
448,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,453,Arthurs Lake,Operational,110,Arthurs Lake,Tasmania,5,23/02/2017,,-41.98802199,146.8619927
449,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,454,Medina,Operational,132,Postans,Western Australia,5,23/02/2017,,-32.2250955,115.8062735
450,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,455,CSBP,Operational,132,Kwinana Beach,Western Australia,5,23/02/2017,,-32.23621491,115.7758297
451,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,456,Kenwick Link,Operational,330,Beckenham,Western Australia,5,23/02/2017,,-32.03654602,115.9572582
452,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,457,Canningvale,Operational,132,Canning Vale,Western Australia,5,23/02/2017,,-32.0558295,115.9230885
